uuid;ts;iso_code;country;city;download_raster;download_vector
90e04aff-de14-473d-94d5-569270ed99b5;2024-12-14 12:50:49.000;DE;Germany;Heidelberg;;2024-12-14 12:51:13.000
3309d3b5-8380-4e5f-9305-cc436fad82ff;2024-12-14 12:51:42.000;DE;Germany;Heidelberg;;2024-12-14 12:52:06.000
5e6ba525-33a9-4912-80d5-ee9d1f0ef611;2024-12-14 12:52:47.000;DE;Germany;Heidelberg;;2024-12-14 12:53:11.000
afa4311f-c4a6-4199-a6a1-9cdd5edcba4d;2024-12-14 12:52:54.000;DE;Germany;Heidelberg;;2024-12-14 12:18:52.000
02148750-ecda-4aba-b4f6-152c02c1e5b1;2024-12-14 12:53:27.000;DE;Germany;Heidelberg;;2024-12-14 12:53:52.000
fd751649-e69c-4079-90c7-75c2d214ef30;2024-12-14 12:54:09.000;DE;Germany;Heidelberg;;2024-12-14 12:54:36.000
da3a0ce1-af7e-44c8-b785-2f0f7a4791a8;2024-12-14 12:56:18.000;DE;Germany;Heidelberg;;2024-12-14 12:57:18.000
ca7cf973-c4f5-41a5-a59a-d03d724ef1b3;2024-12-14 12:57:32.000;DE;Germany;Heidelberg;;2024-12-14 12:59:07.000
d62de763-e91e-4e0f-99d5-ee125e1cd7a7;2024-12-14 12:59:29.000;DE;Germany;Heidelberg;;2024-12-14 13:00:12.000
a7de3ff6-a6c9-40ee-9c40-cc10f22b78a5;2024-12-14 13:00:23.000;DE;Germany;Heidelberg;;2024-12-14 13:01:07.000
d4a59fb0-b2da-41bf-a240-a5092122efbd;2024-12-14 13:01:19.000;DE;Germany;Heidelberg;;2024-12-14 13:01:48.000
102826c7-8916-4d53-a54c-7d66e00c44b1;2024-12-14 13:02:02.000;DE;Germany;Heidelberg;;2024-12-14 13:02:26.000
48e70d03-ae92-4a60-b48a-cd38070ef357;2024-12-14 13:02:36.000;DE;Germany;Heidelberg;;2024-12-14 13:02:57.000
8ba07ca4-9cb2-4ed4-a5f0-65a036743fa3;2024-12-14 13:03:09.000;DE;Germany;Heidelberg;;2024-12-14 13:04:03.000
e9607538-b86e-48f3-b561-f81fa7b348a3;2024-12-15 11:15:58.000;DE;Germany;Heidelberg;;2024-12-14 12:27:05.000
79661267-d22f-43ae-be32-4bbba7b9c88f;2024-12-15 11:16:01.000;DE;Germany;Heidelberg;;2024-12-14 12:28:19.000
cdaa4393-aeab-421f-9ecb-904601602f5d;2024-12-15 11:16:05.000;DE;Germany;Heidelberg;;2024-12-14 12:29:41.000
29455ed1-88a9-48e3-ac95-2aa3df7b471c;2024-12-15 11:16:12.000;DE;Germany;Heidelberg;;2024-12-14 12:30:55.000
1382c9fe-0730-47a0-abb6-48ffb633c31c;2024-12-15 11:16:15.000;DE;Germany;Heidelberg;;2024-12-14 12:31:56.000
051525cf-e4d0-4500-9fce-aa3abc4a77d5;2024-12-15 11:16:18.000;DE;Germany;Heidelberg;;2024-12-14 12:35:19.000
4884973d-4fc1-40b7-ab41-dedb8a689aff;2024-12-15 11:16:21.000;DE;Germany;Heidelberg;;2024-12-14 12:36:45.000
8713d083-99cf-4fde-92c1-c6067eb6f52a;2024-12-15 11:16:24.000;DE;Germany;Heidelberg;;2024-12-14 12:37:24.000
617f0f93-163a-4315-8cae-fc6dd7f73d49;2024-12-15 11:16:27.000;DE;Germany;Heidelberg;;2024-12-14 12:38:22.000
dd6dba9e-e022-46e1-9589-40fd3047a3c2;2024-12-15 11:16:31.000;DE;Germany;Heidelberg;;2024-12-14 12:39:51.000
b99eb0c0-250c-4b49-a36e-5ea196516ccd;2024-12-15 11:16:34.000;DE;Germany;Heidelberg;;2024-12-14 12:41:49.000
7853fc33-c715-4f9c-9f2e-83a7b0771d6a;2024-12-15 11:16:37.000;DE;Germany;Heidelberg;;2024-12-14 12:42:49.000
a05399fa-ecb4-429f-97a1-48245d2db747;2024-12-15 11:16:40.000;DE;Germany;Heidelberg;;2024-12-14 12:44:06.000
46264121-981f-4608-a0a0-26d1aadb9ce4;2024-12-15 11:16:43.000;DE;Germany;Heidelberg;;2024-12-14 12:45:18.000
0df04d28-6bcf-4737-ba44-26f4d08d527f;2024-12-15 11:16:46.000;DE;Germany;Heidelberg;;2024-12-14 12:46:27.000
4b6874bf-b072-44b0-a234-7245d8e352a0;2024-12-15 11:16:49.000;DE;Germany;Heidelberg;;2024-12-14 12:47:06.000
09935ab7-dd9a-40a8-aefe-9df51fce68ad;2024-12-15 11:16:52.000;DE;Germany;Heidelberg;;2024-12-14 12:47:56.000
729ad084-5cb1-4629-8a47-0eb56bd9bcce;2024-12-15 11:16:55.000;DE;Germany;Heidelberg;;2024-12-14 12:49:14.000
40cc37d4-127b-428e-9ad9-8dbd6ed6d6d7;2024-12-15 11:16:58.000;DE;Germany;Heidelberg;;2024-12-14 12:50:14.000
90e04aff-de14-473d-94d5-569270ed99b5;2024-12-15 11:17:01.000;DE;Germany;Heidelberg;;2024-12-14 12:51:13.000
3309d3b5-8380-4e5f-9305-cc436fad82ff;2024-12-15 11:17:05.000;DE;Germany;Heidelberg;;2024-12-14 12:52:06.000
5e6ba525-33a9-4912-80d5-ee9d1f0ef611;2024-12-15 11:17:08.000;DE;Germany;Heidelberg;;2024-12-14 12:53:11.000
02148750-ecda-4aba-b4f6-152c02c1e5b1;2024-12-15 11:17:11.000;DE;Germany;Heidelberg;;2024-12-14 12:53:52.000
fd751649-e69c-4079-90c7-75c2d214ef30;2024-12-15 11:17:14.000;DE;Germany;Heidelberg;;2024-12-14 12:54:36.000
da3a0ce1-af7e-44c8-b785-2f0f7a4791a8;2024-12-15 11:17:17.000;DE;Germany;Heidelberg;;2024-12-14 12:57:18.000
ca7cf973-c4f5-41a5-a59a-d03d724ef1b3;2024-12-15 11:17:20.000;DE;Germany;Heidelberg;;2024-12-14 12:59:07.000
d62de763-e91e-4e0f-99d5-ee125e1cd7a7;2024-12-15 11:17:23.000;DE;Germany;Heidelberg;;2024-12-14 13:00:12.000
a7de3ff6-a6c9-40ee-9c40-cc10f22b78a5;2024-12-15 11:17:26.000;DE;Germany;Heidelberg;;2024-12-14 13:01:07.000
d4a59fb0-b2da-41bf-a240-a5092122efbd;2024-12-15 11:17:29.000;DE;Germany;Heidelberg;;2024-12-14 13:01:48.000
102826c7-8916-4d53-a54c-7d66e00c44b1;2024-12-15 11:17:32.000;DE;Germany;Heidelberg;;2024-12-14 13:02:26.000
48e70d03-ae92-4a60-b48a-cd38070ef357;2024-12-15 11:17:35.000;DE;Germany;Heidelberg;;2024-12-14 13:02:57.000
8ba07ca4-9cb2-4ed4-a5f0-65a036743fa3;2024-12-15 11:17:39.000;DE;Germany;Heidelberg;;2024-12-14 13:04:03.000
c2f0442a-8f28-4331-a643-e8e8584bd859;2024-12-16 02:53:24.000;DE;Germany;Heidelberg;;2024-12-16 02:54:02.000
a94df8fa-29db-4b75-9f7f-4575430542bf;2024-12-16 10:35:09.000;DE;Germany;Berlin;2024-12-16 10:35:15.000;
0dde0874-96a2-4305-824a-ab5ae9377422;2024-12-16 11:40:05.000;ID;Indonesia;Surabaya;2024-12-16 11:40:23.000;
92f3f693-9fd9-475e-b3d6-bc25d6bdef47;2024-12-16 18:41:12.000;GB;United Kingdom;Cannock;2024-12-16 18:41:53.000;2024-12-16 18:42:02.000
4ff742c6-8b9b-4d89-ac4c-20c753b61c86;2024-12-16 18:46:18.000;GB;United Kingdom;Cannock;2024-12-16 18:48:08.000;
326276f1-3567-43b8-933a-60e8f4ced47a;2024-12-16 19:06:45.000;GB;United Kingdom;Cannock;2024-12-16 19:07:02.000;
3338e91c-8db7-4441-9dc1-52fdc252d1c6;2024-12-17 07:20:11.000;IN;India;Lucknow;;
49406949-817a-4df9-b660-3cee5fb18b37;2024-12-17 07:20:58.000;IN;India;Lucknow;;
d9beb101-bc5a-46dd-8e49-540d7e4deefb;2024-12-18 02:17:06.000;PH;Philippines;Bacoor;;
a6a02117-bfa8-4c4d-b1b9-89b09c2bcc44;2024-12-18 02:17:40.000;PH;Philippines;Bacoor;2024-12-18 02:17:48.000;
a6a02117-bfa8-4c4d-b1b9-89b09c2bcc44;2024-12-18 02:17:40.000;PH;Philippines;Bacoor;2024-12-18 02:19:03.000;
c493b493-0058-4b5e-b516-c926ce6f063b;2024-12-19 16:30:04.000;CO;Colombia;Bogotá;2024-12-10 20:20:41.000;2024-12-10 20:21:11.000
ad04f7ad-a170-4cd4-80e3-b4c50d41b326;2024-12-19 20:18:40.000;CO;Colombia;Bogotá;2024-12-19 20:18:56.000;
fe226d80-96d6-42f5-9a05-665b3974486c;2024-12-20 02:55:09.000;NZ;New Zealand;None;;
65a0d698-23c2-421e-bf69-c09a51037c4c;2024-12-22 08:44:47.000;MY;Malaysia;None;2024-12-22 08:45:04.000;
7655e50d-b817-4344-97e0-06a382c7abe3;2024-12-24 19:20:31.000;IQ;Iraq;Baghdad;2024-12-24 19:20:39.000;
3c57d74b-06f3-4a1f-8f63-efdff1f0c920;2024-12-26 09:54:01.000;IN;India;None;2024-12-26 09:54:13.000;
c100e179-bd46-453a-8aee-64d41fd72d5f;2024-12-26 20:09:45.000;PH;Philippines;Manila;;
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:48:20.000;PH;Philippines;General Trias;2024-12-26 23:51:29.000;2024-12-26 23:51:38.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:48:20.000;PH;Philippines;General Trias;2024-12-26 23:48:36.000;2024-12-26 23:51:38.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:48:20.000;PH;Philippines;General Trias;2024-12-26 23:48:36.000;2024-12-26 23:51:07.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:48:20.000;PH;Philippines;General Trias;2024-12-26 23:51:29.000;2024-12-26 23:51:07.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:51:03.000;PH;Philippines;General Trias;2024-12-26 23:48:36.000;2024-12-26 23:51:38.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:51:03.000;PH;Philippines;General Trias;2024-12-26 23:51:29.000;2024-12-26 23:51:07.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:51:03.000;PH;Philippines;General Trias;2024-12-26 23:48:36.000;2024-12-26 23:51:07.000
d8ae4f27-9986-4a13-928d-4e784c5696d7;2024-12-26 23:51:03.000;PH;Philippines;General Trias;2024-12-26 23:51:29.000;2024-12-26 23:51:38.000
dd91ffce-ad98-4481-a9c0-1365731486ae;2024-12-27 02:37:08.000;PH;Philippines;Manila;;
1b858af9-7cc5-4f28-bbf8-802bcbee4d30;2024-12-28 13:54:53.000;PH;Philippines;Cagayan de Oro;2024-12-28 13:55:00.000;
1b858af9-7cc5-4f28-bbf8-802bcbee4d30;2024-12-28 13:56:33.000;PH;Philippines;Cagayan de Oro;2024-12-28 13:55:00.000;
1b858af9-7cc5-4f28-bbf8-802bcbee4d30;2024-12-28 13:56:42.000;PH;Philippines;Cagayan de Oro;2024-12-28 13:55:00.000;
132ce9c2-ceee-4d23-911e-472eb7d69442;2024-12-28 19:09:21.000;US;United States;None;2024-12-10 10:51:32.000;
c6c8e6d0-cb98-409c-9add-bb92d9d67782;2024-12-30 18:26:04.000;ES;Spain;Sitges;2024-12-30 18:26:18.000;2024-12-30 18:26:35.000
c6c8e6d0-cb98-409c-9add-bb92d9d67782;2024-12-30 20:17:34.000;ES;Spain;Sitges;2024-12-30 18:26:18.000;2024-12-30 18:26:35.000
8e639972-9179-487d-937a-f04fe8296184;2025-01-04 02:34:18.000;ID;Indonesia;Bandung;;2025-01-04 02:34:54.000
abd571f3-a1cd-4ab3-b41e-d943cbef49a6;2025-01-07 02:14:10.000;AU;Australia;Sydney;2025-01-07 02:22:26.000;2025-01-07 02:29:07.000
abd571f3-a1cd-4ab3-b41e-d943cbef49a6;2025-01-07 02:14:10.000;AU;Australia;Sydney;2025-01-07 02:22:26.000;2025-01-07 02:15:17.000
db27e051-6e60-47c5-89e7-c7e5549440fc;2025-01-07 15:56:51.000;DE;Germany;Berlin;;2025-01-07 15:57:10.000
98e2679d-4853-4592-ace3-f97d3a28824e;2025-01-07 15:58:07.000;DE;Germany;Berlin;2025-01-07 16:03:48.000;2025-01-07 15:59:17.000
98e2679d-4853-4592-ace3-f97d3a28824e;2025-01-07 16:03:46.000;DE;Germany;Berlin;2025-01-07 16:03:48.000;2025-01-07 15:59:17.000
8b520f42-1770-4ad0-8fe0-e47d509b5e43;2025-01-08 08:14:00.000;PH;Philippines;Quezon City;2025-01-08 08:14:10.000;
0c06c38c-ff9d-4705-9509-32401ae8a9ad;2025-01-08 08:15:26.000;PH;Philippines;Pasig;2025-01-08 08:15:45.000;2025-01-08 08:18:26.000
0c06c38c-ff9d-4705-9509-32401ae8a9ad;2025-01-08 08:15:26.000;PH;Philippines;Pasig;2025-01-08 08:21:49.000;2025-01-08 08:18:26.000
3bfb4702-3546-4125-bd42-bfe001a791ee;2025-01-08 08:37:51.000;PH;Philippines;Pasig;2025-01-08 08:39:07.000;2025-01-08 08:39:01.000
d5617915-7156-4500-9d0a-d3b653b657d8;2025-01-08 08:38:21.000;DE;Germany;Berlin;2025-01-08 08:38:31.000;2025-01-08 08:38:40.000
11954058-ee05-49ec-848a-655ce5f2f980;2025-01-08 14:29:17.000;HN;Honduras;San Pedro Sula;2025-01-08 14:29:49.000;
d376eb2c-03ba-4d13-ac22-bc5d9755708c;2025-01-08 17:14:41.000;IR;Iran;None;2025-01-08 17:17:30.000;
32c4fa87-f5be-4e66-9765-4bdd67564125;2025-01-08 20:54:11.000;CO;Colombia;Cartagena;;2024-12-09 20:34:14.000
8b520f42-1770-4ad0-8fe0-e47d509b5e43;2025-01-09 02:13:26.000;PH;Philippines;Quezon City;2025-01-08 08:14:10.000;
d05f9e52-581e-4537-86f9-a4d848658463;2025-01-09 16:23:33.000;RU;Russia;Moscow;2025-01-09 16:23:43.000;
3a8ced49-4281-4916-be45-0ee235c56290;2025-01-10 09:18:41.000;ES;Spain;Tarragona;2025-01-10 09:18:58.000;2025-01-10 09:19:16.000
c3c9b96e-78a7-44ca-a7ae-1f5e089056b4;2025-01-10 13:27:21.000;DE;Germany;Munich;2025-01-10 13:27:32.000;2025-01-10 13:27:55.000
964d32d5-848f-4813-bfd6-c16c4da080ff;2025-01-10 13:28:17.000;DE;Germany;Munich;2025-01-10 13:28:22.000;2025-01-10 13:28:38.000
fe8934ce-a40b-423c-9fd0-1cb6feb76238;2025-01-10 20:42:52.000;LV;Latvia;Riga;2025-01-10 20:43:14.000;
fe8934ce-a40b-423c-9fd0-1cb6feb76238;2025-01-10 20:43:38.000;LV;Latvia;Riga;2025-01-10 20:43:14.000;
8ceb40ec-6271-4640-a6b8-eda8d347095e;2025-01-13 11:50:52.000;HR;Croatia;Zagreb;;
bc00c0dc-5e3e-4221-ac00-e46a790b25ab;2025-01-13 17:51:35.000;DE;Germany;Ulm;;
8e7e8f00-352f-4b27-8a05-41001fd70d50;2025-01-14 02:46:30.000;PH;Philippines;Batangas;;
00e65430-af34-434d-acf0-f330e7e6914a;2025-01-14 11:52:36.000;DE;Germany;Berlin;;
b9dbebc7-d046-4258-813f-e98cdb71e5f4;2025-01-14 16:03:51.000;CA;Canada;La Minerve;;
70c5ce1d-6014-41f3-9a87-0ecca9b43198;2025-01-14 16:06:44.000;CA;Canada;La Minerve;2025-01-14 16:06:59.000;
00e65430-af34-434d-acf0-f330e7e6914a;2025-01-15 07:59:37.000;DE;Germany;Munich;;
dee327cc-e3ff-495a-a411-ae681beb1d3e;2025-01-15 08:32:24.000;DE;Germany;Munich;2025-01-15 08:32:36.000;2025-01-15 08:32:58.000
cd5f01b4-fe61-4b13-a443-20de20b6fcac;2025-01-15 08:33:12.000;DE;Germany;Munich;2025-01-15 08:33:29.000;2025-01-15 08:33:42.000
f5e83f7b-ba84-4045-be56-195ff38b27de;2025-01-15 08:33:51.000;DE;Germany;Munich;2025-01-15 08:36:21.000;2025-01-15 08:34:20.000
fec353dc-454a-4baa-a58d-cc5567abf2f1;2025-01-15 08:37:23.000;DE;Germany;Munich;2025-01-15 08:38:01.000;2025-01-15 08:38:07.000
2ee524f2-5f34-47d1-a6af-d0bc7cb86254;2025-01-15 08:38:28.000;DE;Germany;Munich;2025-01-15 08:39:04.000;2025-01-15 08:39:14.000
da77b84e-e468-41f2-ad6d-c142487a28b7;2025-01-15 09:12:23.000;MA;Morocco;Marrakesh;2025-01-15 09:13:17.000;2025-01-15 09:12:51.000
2ee524f2-5f34-47d1-a6af-d0bc7cb86254;2025-01-15 16:48:41.000;DE;Germany;Munich;2025-01-15 08:39:04.000;2025-01-15 08:39:14.000
60bd34de-1668-45c0-916b-3a049c3ce602;2025-01-18 07:35:48.000;PH;Philippines;Cebu City;;
996ff9b8-f738-4a2c-b6d9-823247da56cc;2025-01-19 04:01:23.000;QA;Qatar;Doha;2025-01-19 04:01:58.000;
e7677d32-65fc-44b4-9647-d8b8083bced3;2025-01-22 01:04:52.000;PH;Philippines;Maramag;2025-01-22 01:05:13.000;
e7677d32-65fc-44b4-9647-d8b8083bced3;2025-01-22 01:05:58.000;PH;Philippines;Maramag;2025-01-22 01:05:13.000;
e7677d32-65fc-44b4-9647-d8b8083bced3;2025-01-22 01:06:02.000;PH;Philippines;Maramag;2025-01-22 01:05:13.000;
c996eb6a-11fd-4020-b7e7-a612bdd9ec74;2025-01-22 01:10:19.000;PH;Philippines;Maramag;;
c8ba4c56-1710-4f9b-b9b0-caaf891855c4;2025-01-22 01:12:13.000;PH;Philippines;Maramag;2025-01-22 01:17:00.000;2025-01-22 01:12:31.000
c8ba4c56-1710-4f9b-b9b0-caaf891855c4;2025-01-22 01:12:13.000;PH;Philippines;Maramag;2025-01-22 01:17:00.000;2025-01-22 01:15:47.000
31d12122-1178-4f20-b5f8-cbd14428f958;2025-01-23 10:45:08.000;TR;Türkiye;Istanbul;2025-01-23 10:45:27.000;
31d12122-1178-4f20-b5f8-cbd14428f958;2025-01-23 11:25:35.000;TR;Türkiye;Istanbul;2025-01-23 10:45:27.000;
2d7fdf39-c1c4-4be3-b8b5-820597e1339d;2025-01-24 01:30:54.000;MY;Malaysia;Cyberjaya;2025-01-24 01:35:06.000;2025-01-24 01:32:17.000
3009b600-7a41-42f3-bd95-192cb717869f;2025-01-24 06:30:03.000;MY;Malaysia;Cyberjaya;;
5619ca9f-2612-4984-8b53-a9c85b60318a;2025-01-24 15:21:32.000;AO;Angola;Luanda;2025-01-24 15:22:09.000;2025-01-24 15:22:27.000
90854e0d-a993-4190-ad5e-b480d421b2c0;2025-01-25 16:58:34.000;DE;Germany;Heidelberg;;2024-12-10 10:47:01.000
0f0e84a3-c9ee-42a1-8f9f-e17b5444ba05;2025-01-26 06:41:30.000;IN;India;Tirupati;;
a36eec3c-04a2-4ae3-9569-ce90de542137;2025-01-27 01:22:27.000;PH;Philippines;Manila;2025-01-27 01:23:24.000;2025-01-27 01:23:13.000
ce68954d-ec5d-470b-b203-d869f03f3ee5;2025-01-27 02:57:30.000;PH;Philippines;Iloilo City;2025-01-27 02:57:50.000;
6c62ee16-82a4-4eef-abb3-af41afd6b585;2025-01-27 04:53:10.000;IN;India;None;;
2497757e-4ed8-496a-a943-33e45a623c77;2025-01-27 07:05:45.000;AO;Angola;Luanda;2025-01-27 07:05:53.000;2025-01-27 07:06:16.000
0103e384-434e-4e0d-bd9f-045b5e2f0638;2025-01-27 07:25:27.000;AO;Angola;Luanda;2025-01-27 07:26:25.000;2025-01-27 07:26:28.000
b6c0ee2f-dcb8-4bbc-88f5-69bf75c2de50;2025-01-27 07:45:53.000;AO;Angola;Luanda;2025-01-27 07:46:31.000;2025-01-27 07:46:33.000
786adcf2-53ef-4180-acd5-372ab5dcdcaa;2025-01-27 07:47:02.000;AO;Angola;Luanda;2025-01-27 07:49:15.000;2025-01-27 07:48:18.000
57994a48-5e95-400d-97a5-956634940ab4;2025-01-28 05:51:29.000;PH;Philippines;Dagohoy;;
be4430a3-26ec-4813-87b4-37ad2d81bba9;2025-01-28 16:00:53.000;AR;Argentina;La Plata;2025-01-28 16:01:18.000;2025-01-28 16:01:16.000
38840136-7f78-4aea-8e1a-dff4795a9ebc;2025-01-29 02:37:39.000;EC;Ecuador;Quito;;2025-01-29 02:38:12.000
02b95c7c-6f6e-43c3-9ade-f281ac55ea61;2025-01-29 03:30:48.000;EG;Egypt;None;2025-01-29 03:31:18.000;2025-01-29 03:31:21.000
c44e570c-25a0-45f7-976f-6a371fce2391;2025-01-29 08:06:39.000;AO;Angola;Luanda;2025-01-29 08:06:46.000;
d8901c9c-e4f1-4fe0-8ecb-da9872ded030;2025-01-29 09:11:41.000;PH;Philippines;City of Muntinlupa;2025-01-29 09:11:58.000;
53b45c6c-ed1a-4ec2-9517-ba7e3cc1d86a;2025-01-29 09:12:45.000;PH;Philippines;City of Muntinlupa;;
b2765af3-30a1-4722-99f8-aa6eaf1b8593;2025-01-29 20:22:13.000;HN;Honduras;Tegucigalpa;2025-01-29 20:22:53.000;2025-01-29 20:22:35.000
53b45c6c-ed1a-4ec2-9517-ba7e3cc1d86a;2025-01-30 01:00:25.000;PH;Philippines;City of Muntinlupa;;
53b45c6c-ed1a-4ec2-9517-ba7e3cc1d86a;2025-01-30 10:30:00.000;PH;Philippines;City of Muntinlupa;;
e0b939f7-692e-41f9-914b-fbeae69043f2;2025-01-30 16:20:09.000;AR;Argentina;La Plata;;2025-01-30 16:20:32.000
80565108-0879-47d8-b0c4-8ec9783d0d36;2025-01-30 17:52:09.000;PH;Philippines;Naic;;
e0b939f7-692e-41f9-914b-fbeae69043f2;2025-01-30 20:15:59.000;AR;Argentina;La Plata;;2025-01-30 16:20:32.000
53b45c6c-ed1a-4ec2-9517-ba7e3cc1d86a;2025-01-31 00:55:42.000;PH;Philippines;City of Muntinlupa;;
c182e066-7b90-4923-a3cb-83472ad4da09;2025-02-01 11:51:31.000;KE;Kenya;Nairobi;2025-02-01 11:51:39.000;
bfd9bf38-af69-464e-aa44-3327f5bc99f2;2025-02-01 17:01:21.000;CH;Switzerland;Zurich;2025-02-01 17:01:51.000;
bfd9bf38-af69-464e-aa44-3327f5bc99f2;2025-02-01 17:01:21.000;CH;Switzerland;Zurich;2025-02-01 17:03:23.000;
2268cb53-b9bc-4306-a4ea-abae81282fca;2025-02-04 18:08:14.000;HN;Honduras;Tegucigalpa;2025-02-04 18:09:52.000;2025-02-04 18:10:19.000
1b9cfb0e-7428-41fc-90ec-7e12da0eeabd;2025-02-04 19:19:24.000;HN;Honduras;Tegucigalpa;2025-02-04 20:12:45.000;2025-02-04 20:34:35.000
1b9cfb0e-7428-41fc-90ec-7e12da0eeabd;2025-02-04 19:19:24.000;HN;Honduras;Tegucigalpa;2025-02-04 20:12:45.000;2025-02-04 20:35:56.000
9258e89f-304d-4258-bf08-403887f4a895;2025-02-04 22:54:10.000;CO;Colombia;Manizales;2025-02-04 22:56:35.000;2025-02-04 23:00:48.000
9258e89f-304d-4258-bf08-403887f4a895;2025-02-04 22:54:10.000;CO;Colombia;Manizales;2025-02-04 22:56:35.000;2025-02-04 22:56:43.000
1606f22e-7dfc-4f06-9c3d-c6eccb7e1ee2;2025-02-05 14:35:21.000;HN;Honduras;Tegucigalpa;2025-02-05 14:46:04.000;2025-02-05 14:41:12.000
1606f22e-7dfc-4f06-9c3d-c6eccb7e1ee2;2025-02-05 17:02:12.000;HN;Honduras;Tegucigalpa;2025-02-05 14:46:04.000;2025-02-05 14:41:12.000
cb6ba8d1-48ee-4779-89f7-10d22916c32f;2025-02-05 22:35:20.000;CO;Colombia;Manizales;2025-02-05 22:35:46.000;2025-02-05 22:36:18.000
7e517c48-6902-41e0-a906-fdb803f624ad;2025-02-05 22:36:45.000;CO;Colombia;Bogotá;2025-02-05 22:53:19.000;2025-02-05 22:37:51.000
7e517c48-6902-41e0-a906-fdb803f624ad;2025-02-05 22:36:45.000;CO;Colombia;Bogotá;2025-02-05 22:53:15.000;2025-02-05 22:37:51.000
7e517c48-6902-41e0-a906-fdb803f624ad;2025-02-05 22:36:45.000;CO;Colombia;Bogotá;2025-02-05 22:53:18.000;2025-02-05 22:37:51.000
7e517c48-6902-41e0-a906-fdb803f624ad;2025-02-05 22:36:45.000;CO;Colombia;Bogotá;2025-02-05 22:53:03.000;2025-02-05 22:37:51.000
05ed25c6-b534-428e-90d8-7a9e1bc03644;2025-02-05 22:44:48.000;CO;Colombia;Manizales;2025-02-05 22:45:56.000;2025-02-05 22:45:58.000
28e92d4d-d8da-49b1-b854-67805cc2a8b1;2025-02-05 22:53:34.000;CO;Colombia;Manizales;;2025-02-05 22:54:20.000
a3ae0bd0-6271-423d-bf07-b82f8ceb270f;2025-02-05 22:54:53.000;CO;Colombia;Medellín;;2025-02-05 22:55:52.000
a3ae0bd0-6271-423d-bf07-b82f8ceb270f;2025-02-05 22:55:00.000;US;United States;None;;2025-02-05 22:55:52.000
7e8c92f4-989b-4738-8e86-08a069892fa4;2025-02-05 22:57:29.000;CO;Colombia;Medellín;2025-02-05 22:57:46.000;
2559133a-188e-4014-bac9-f513d0e3ae39;2025-02-05 23:04:51.000;CO;Colombia;Manizales;2025-02-05 23:05:18.000;2025-02-05 23:06:15.000
2559133a-188e-4014-bac9-f513d0e3ae39;2025-02-05 23:04:51.000;CO;Colombia;Manizales;2025-02-05 23:05:18.000;2025-02-05 23:06:14.000
7e8c92f4-989b-4738-8e86-08a069892fa4;2025-02-05 23:31:23.000;CO;Colombia;Medellín;2025-02-05 22:57:46.000;
bb4228a4-1db4-49d3-9424-33eb910fc72e;2025-02-06 01:21:59.000;IN;India;Agartala;2025-02-06 01:22:19.000;
e8494d5b-f221-4f0e-b714-e7f3a5d31f35;2025-02-06 01:24:29.000;IN;India;Agartala;;
08ef324f-d05d-4c82-8e3f-18a33d557336;2025-02-06 20:20:18.000;CO;Colombia;Arauca;2025-02-06 20:20:49.000;2025-02-06 20:21:14.000
08ef324f-d05d-4c82-8e3f-18a33d557336;2025-02-06 20:20:18.000;CO;Colombia;Arauca;2025-02-06 20:20:49.000;2025-02-06 20:21:09.000
0623546a-03e9-4922-8c7c-fe3066536c70;2025-02-07 08:07:32.000;MY;Malaysia;Cyberjaya;2025-02-07 08:10:29.000;
0623546a-03e9-4922-8c7c-fe3066536c70;2025-02-07 08:07:32.000;MY;Malaysia;Cyberjaya;2025-02-07 08:09:46.000;
0623546a-03e9-4922-8c7c-fe3066536c70;2025-02-07 08:07:32.000;MY;Malaysia;Cyberjaya;2025-02-07 08:09:57.000;
499fafbc-0800-4747-95e4-9293227e4560;2025-02-07 08:12:46.000;MY;Malaysia;Cyberjaya;;
e31d3b03-d9f9-43d2-ae47-9b1785f955fc;2025-02-07 15:17:54.000;NO;Norway;Trondheim;2025-02-07 15:19:03.000;
08ebb996-1249-47ff-8ea9-9788a1bc34f2;2025-02-07 15:24:13.000;NO;Norway;Trondheim;2025-02-07 15:24:44.000;
768cf1ce-9509-47d0-9e11-f1f7e0d7f721;2025-02-07 18:13:14.000;CY;Cyprus;Limassol;2025-02-07 18:13:47.000;2025-02-07 18:13:49.000
091dc526-4f00-4cf5-a6a8-ab885ff2f6c5;2025-02-07 21:00:47.000;HN;Honduras;Tegucigalpa;2025-02-07 21:01:49.000;2025-02-07 21:02:19.000
ff741619-e27b-4727-955a-341ae38e93f4;2025-02-08 04:57:36.000;PH;Philippines;Mandaluyong;2025-02-08 04:57:56.000;
961d43a4-01bd-4bd6-b23f-06f23a34f342;2025-02-08 05:10:24.000;PH;Philippines;Mandaluyong;;
c041504c-3730-4b71-8a01-84c5dd04a5af;2025-02-09 02:05:51.000;CA;Canada;Vancouver;;
